CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segmento
13532,34,1,210.31,4,1,1,411,6,Potenciales leales
13533,183,3,270.79,3,3,1,331,7,Necesitan atención
13534,2,35,7720.900000000001,5,5,5,555,15,Campeones
13535,403,1,89.5,2,1,1,211,4,Necesitan atención
13536,1,7,3448.29,5,4,5,545,14,Campeones
13537,426,2,717.85,1,2,3,123,6,Necesitan atención
13538,43,12,3112.73,4,5,5,455,14,Campeones
13539,86,7,1569.36,3,4,4,344,11,Leales
13540,467,3,632.39,1,3,3,133,7,En riesgo
13541,427,2,785.25,1,2,3,123,6,Necesitan atención
13542,377,17,4006.17,2,5,5,255,12,En riesgo
13543,634,2,1439.61,1,2,4,124,7,Otros
13544,40,6,829.0,4,4,3,443,11,Leales
13545,391,2,374.64,2,2,2,222,6,Necesitan atención
13546,12,5,1092.14,5,4,3,543,12,Leales
13547,408,1,175.53,2,1,1,211,4,Necesitan atención
13548,96,3,908.99,3,3,3,333,9,Necesitan atención
13549,26,8,1005.8000000000001,4,4,3,443,11,Leales
13550,383,1,349.51,2,1,2,212,5,Necesitan atención
13551,319,2,244.2,2,2,1,221,5,Necesitan atención
13552,66,22,6978.92,3,5,5,355,13,Leales
13553,675,1,517.8,1,1,2,112,4,Necesitan atención
13554,380,7,1638.28,2,4,4,244,10,En riesgo
13555,74,13,8999.19,3,5,5,355,13,Leales
13556,429,2,200.82,1,2,1,121,4,Necesitan atención
13557,28,13,3032.26,4,5,5,455,14,Campeones
13558,6,4,605.06,5,3,2,532,10,Otros
13559,513,2,990.0,1,2,3,123,6,Necesitan atención
13560,7,1,174.37,5,1,1,511,7,Potenciales leales
13561,216,11,1820.72,2,5,4,254,11,En riesgo
13562,82,8,4838.18,3,4,5,345,12,Leales
13563,84,2,612.53,3,2,3,323,8,Necesitan atención
13564,354,36,16698.91,2,5,5,255,12,En riesgo
13565,19,3,414.8,5,3,2,532,10,Otros
13566,41,5,1708.12,4,4,4,444,12,Campeones
13567,428,4,1083.69,1,3,3,133,7,En riesgo
13568,173,1,192.85,3,1,1,311,5,Necesitan atención
13569,17,4,893.78,5,3,3,533,11,Otros
13570,243,1,239.49,2,1,1,211,4,Necesitan atención
13571,13,26,4546.54,5,5,5,555,15,Campeones
13572,206,1,1384.25,2,1,4,214,7,Otros
13573,50,6,916.47,4,4,3,443,11,Leales
13574,411,1,421.25,1,1,2,112,4,Necesitan atención
13575,23,5,732.07,4,4,3,443,11,Leales
13576,10,28,11551.74,5,5,5,555,15,Campeones
13577,25,11,3489.28,4,5,5,455,14,Campeones
13578,409,1,147.66,2,1,1,211,4,Necesitan atención
13579,15,5,1539.04,5,4,4,544,13,Campeones
13580,406,1,107.75,2,1,1,211,4,Necesitan atención
13581,309,2,280.53000000000003,2,2,1,221,5,Necesitan atención
13582,390,2,241.68,2,2,1,221,5,Necesitan atención
13583,156,2,1445.031,3,2,4,324,9,Otros
13584,307,3,392.45,2,3,2,232,7,Necesitan atención
13585,531,3,684.54,1,3,3,133,7,En riesgo
13586,541,1,131.53,1,1,1,111,3,Necesitan atención
13587,64,4,1673.5,3,3,4,334,10,Otros
13588,16,9,2478.95,5,5,4,554,14,Campeones
13589,15,6,1120.74,5,4,3,543,12,Leales
13590,11,18,6349.59,5,5,5,555,15,Campeones
13591,65,7,2093.94,3,4,4,344,11,Leales
13592,36,4,247.95999999999998,4,3,1,431,8,Otros
13593,108,14,5523.6900000000005,3,5,5,355,13,Leales
13594,53,2,533.32,4,2,2,422,8,Potenciales leales
13595,517,3,818.22,1,3,3,133,7,En riesgo
13596,6,2,697.04,5,2,3,523,10,Potenciales leales
13597,400,2,396.71,2,2,2,222,6,Necesitan atención
13598,47,5,789.59,4,4,3,443,11,Leales
13599,1,33,10167.630000000001,5,5,5,555,15,Campeones
13600,312,2,518.42,2,2,2,222,6,Necesitan atención
13601,45,4,1185.14,4,3,3,433,10,Otros
13602,65,4,1025.17,3,3,3,333,9,Necesitan atención
13603,26,1,164.34,4,1,1,411,6,Potenciales leales
13604,659,1,717.62,1,1,3,113,5,Necesitan atención
13605,387,2,522.67,2,2,2,222,6,Necesitan atención
13606,29,3,280.54,4,3,1,431,8,Otros
13607,40,2,1078.31,4,2,3,423,9,Potenciales leales
13608,541,1,236.2,1,1,1,111,3,Necesitan atención
13609,593,1,167.35,1,1,1,111,3,Necesitan atención
13610,12,14,2175.88,5,5,4,554,14,Campeones
13611,89,10,3319.53,3,5,5,355,13,Leales
13612,633,1,818.29,1,1,3,113,5,Necesitan atención
13613,453,5,1039.8500000000001,1,4,3,143,8,En riesgo
13614,24,6,2359.19,4,4,4,444,12,Campeones
13615,319,8,5977.53,2,4,5,245,11,En riesgo
13616,568,2,288.09999999999997,1,2,2,122,5,Necesitan atención
13617,40,8,1278.75,4,4,4,444,12,Campeones
13618,174,1,177.34,3,1,1,311,5,Necesitan atención
13619,545,2,231.69,1,2,1,121,4,Necesitan atención
13620,528,1,112.34,1,1,1,111,3,Necesitan atención
13621,117,1,213.85,3,1,1,311,5,Necesitan atención
13622,696,1,658.95,1,1,3,113,5,Necesitan atención
13623,31,10,2566.49,4,5,4,454,13,Campeones
13624,388,1,462.08,2,1,2,212,5,Necesitan atención
13625,597,1,301.26,1,1,2,112,4,Necesitan atención
13626,253,2,707.04,2,2,3,223,7,Necesitan atención
13627,59,7,2245.9,4,4,4,444,12,Campeones
13628,676,1,310.14,1,1,2,112,4,Necesitan atención
13629,23,19,13370.86,4,5,5,455,14,Campeones
13630,5,7,2031.78,5,4,4,544,13,Campeones
13631,100,11,3070.42,3,5,5,355,13,Leales
13632,25,8,3648.15,4,4,5,445,13,Campeones
13634,33,16,5073.47,4,5,5,455,14,Campeones
13635,68,4,2999.16,3,3,5,335,11,Otros
13636,37,5,949.12,4,4,3,443,11,Leales
13637,52,3,810.5,4,3,3,433,10,Otros
13638,16,1,122.64,5,1,1,511,7,Potenciales leales
13639,74,2,1346.27,3,2,4,324,9,Otros
13640,611,1,405.0,1,1,2,112,4,Necesitan atención
13641,641,5,1016.47,1,4,3,143,8,En riesgo
13642,216,4,514.72,2,3,2,232,7,Necesitan atención
13643,31,10,2156.77,4,5,4,454,13,Campeones
13644,16,4,2624.26,5,3,4,534,12,Otros
13645,120,1,252.1,3,1,1,311,5,Necesitan atención
13646,400,2,326.25,2,2,2,222,6,Necesitan atención
13647,10,8,3071.68,5,4,5,545,14,Campeones
13648,400,8,1764.02,2,4,4,244,10,En riesgo
13649,257,6,1678.88,2,4,4,244,10,En riesgo
13650,17,10,3288.0,5,5,5,555,15,Campeones
13651,35,3,226.85,4,3,1,431,8,Otros
13652,46,5,2570.85,4,4,4,444,12,Campeones
13653,488,1,152.20000000000002,1,1,1,111,3,Necesitan atención
13654,43,11,6308.0,4,5,5,455,14,Campeones
13655,114,6,2280.51,3,4,4,344,11,Leales
13656,165,4,1078.85,3,3,3,333,9,Necesitan atención
13657,11,2,382.14,5,2,2,522,9,Potenciales leales
13658,10,9,6025.5,5,5,5,555,15,Campeones
13659,206,12,4894.88,2,5,5,255,12,En riesgo
13660,400,1,314.59000000000003,2,1,2,212,5,Necesitan atención
13661,603,1,325.24,1,1,2,112,4,Necesitan atención
13662,86,11,2250.11,3,5,4,354,12,Leales
13663,179,5,2047.51,3,4,4,344,11,Leales
13665,386,3,1711.66,2,3,4,234,9,En riesgo
13666,60,5,127.9,3,4,1,341,8,Leales
13667,149,1,305.02,3,1,2,312,6,Necesitan atención
13668,3,35,13089.94,5,5,5,555,15,Campeones
13669,51,3,413.55,4,3,2,432,9,Otros
13670,75,1,349.7,3,1,2,312,6,Necesitan atención
13671,395,1,194.95,2,1,1,211,4,Necesitan atención
13672,301,3,419.92,2,3,2,232,7,Necesitan atención
13673,19,2,396.92,5,2,2,522,9,Potenciales leales
13674,433,1,240.68,1,1,1,111,3,Necesitan atención
13675,151,2,486.82000000000005,3,2,2,322,7,Necesitan atención
13676,539,2,243.9,1,2,1,121,4,Necesitan atención
13677,405,2,556.1899999999999,2,2,2,222,6,Necesitan atención
13678,152,1,232.6,3,1,1,311,5,Necesitan atención
13679,494,3,281.26,1,3,1,131,5,Necesitan atención
13680,1,12,11435.67,5,5,5,555,15,Campeones
13681,18,4,827.83,5,3,3,533,11,Otros
13682,187,1,59.5,3,1,1,311,5,Necesitan atención
13683,458,1,258.6,1,1,1,111,3,Necesitan atención
13684,286,4,596.98,2,3,2,232,7,Necesitan atención
13685,3,6,1481.44,5,4,4,544,13,Campeones
13686,183,3,409.04,3,3,2,332,8,Necesitan atención
13687,438,1,709.8000000000001,1,1,3,113,5,Necesitan atención
13688,635,1,375.5,1,1,2,112,4,Necesitan atención
13689,63,2,1259.5,3,2,4,324,9,Otros
13690,59,1,172.25,4,1,1,411,6,Potenciales leales
13691,396,1,212.78,2,1,1,211,4,Necesitan atención
13692,25,5,3114.4,4,4,5,445,13,Campeones
13693,374,9,2011.82,2,5,4,254,11,En riesgo
13694,4,139,190862.73,5,5,5,555,15,Campeones
13695,31,16,2770.73,4,5,4,454,13,Campeones
13696,422,3,2020.4,1,3,4,134,8,En riesgo
13697,39,1,151.3,4,1,1,411,6,Potenciales leales
13698,597,2,465.53000000000003,1,2,2,122,5,Necesitan atención
13699,155,2,764.1500000000001,3,2,3,323,8,Necesitan atención
13700,26,13,2613.46,4,5,4,454,13,Campeones
13701,447,1,161.0,1,1,1,111,3,Necesitan atención
13702,446,1,135.18,1,1,1,111,3,Necesitan atención
13703,318,2,425.56,2,2,2,222,6,Necesitan atención
13704,5,9,2308.06,5,5,4,554,14,Campeones
13705,8,7,1705.33,5,4,4,544,13,Campeones
13706,303,2,631.1700000000001,2,2,3,223,7,Necesitan atención
13707,267,5,3365.86,2,4,5,245,11,En riesgo
13708,271,1,296.88,2,1,2,212,5,Necesitan atención
13709,4,18,7591.75,5,5,5,555,15,Campeones
13710,32,3,509.52,4,3,2,432,9,Otros
13711,219,9,1792.26,2,5,4,254,11,En riesgo
13712,247,2,766.42,2,2,3,223,7,Necesitan atención
13713,408,3,743.26,2,3,3,233,8,En riesgo
13714,465,1,161.35,1,1,1,111,3,Necesitan atención
13715,281,17,8483.29,2,5,5,255,12,En riesgo
13716,269,1,138.28,2,1,1,211,4,Necesitan atención
13717,32,8,1763.3,4,4,4,444,12,Campeones
13718,246,2,306.55,2,2,2,222,6,Necesitan atención
13719,15,11,2815.25,5,5,4,554,14,Campeones
13720,117,4,799.9,3,3,3,333,9,Necesitan atención
13721,36,2,741.54,4,2,3,423,9,Potenciales leales
13722,132,10,5635.41,3,5,5,355,13,Leales
13723,217,6,1209.2,2,4,3,243,9,En riesgo
13724,637,1,213.01,1,1,1,111,3,Necesitan atención
13725,50,8,1980.56,4,4,4,444,12,Campeones
13726,39,2,1079.66,4,2,3,423,9,Potenciales leales
13727,29,8,1080.05,4,4,3,443,11,Leales
13728,37,16,2855.17,4,5,4,454,13,Campeones
13729,436,3,724.73,1,3,3,133,7,En riesgo
13730,136,2,752.6,3,2,3,323,8,Necesitan atención
13731,219,2,610.59,2,2,2,222,6,Necesitan atención
13732,28,1,491.86,4,1,2,412,7,Potenciales leales
13733,411,2,487.03000000000003,1,2,2,122,5,Necesitan atención
13734,509,4,6701.64,1,3,5,135,9,En riesgo
13735,25,13,9813.22,4,5,5,455,14,Campeones
13736,5,7,2766.21,5,4,4,544,13,Campeones
13737,200,1,339.6,2,1,2,212,5,Necesitan atención
13738,396,1,440.93,2,1,2,212,5,Necesitan atención
13739,18,2,292.2,5,2,2,522,9,Potenciales leales
13740,241,5,1597.77,2,4,4,244,10,En riesgo
13741,72,3,668.4300000000001,3,3,3,333,9,Necesitan atención
13742,17,12,3131.02,5,5,5,555,15,Campeones
13743,3,7,1341.6,5,4,4,544,13,Campeones
13744,95,2,1156.36,3,2,3,323,8,Necesitan atención
13745,162,2,777.36,3,2,3,323,8,Necesitan atención
13746,414,1,176.69,1,1,1,111,3,Necesitan atención
13747,374,2,249.39999999999998,2,2,1,221,5,Necesitan atención
13748,96,9,2268.35,3,5,4,354,12,Leales
13750,54,11,3602.18,4,5,5,455,14,Campeones
13751,288,1,296.25,2,1,2,212,5,Necesitan atención
13752,124,7,1590.73,3,4,4,344,11,Leales
13753,288,4,2094.57,2,3,4,234,9,En riesgo
13754,152,3,447.05,3,3,2,332,8,Necesitan atención
13755,4,9,2161.35,5,5,4,554,14,Campeones
13756,2,23,9207.5,5,5,5,555,15,Campeones
13757,675,1,195.54999999999998,1,1,1,111,3,Necesitan atención
13758,12,15,9416.98,5,5,5,555,15,Campeones
13759,33,2,659.4100000000001,4,2,3,423,9,Potenciales leales
13760,54,5,1363.64,4,4,4,444,12,Campeones
13761,50,6,1952.17,4,4,4,444,12,Campeones
13762,219,5,2472.48,2,4,4,244,10,En riesgo
13763,63,3,5217.44,3,3,5,335,11,Otros
13764,71,6,2953.26,3,4,5,345,12,Leales
13765,653,1,352.821,1,1,2,112,4,Necesitan atención
13766,495,1,190.35,1,1,1,111,3,Necesitan atención
13767,2,73,35540.53,5,5,5,555,15,Campeones
13768,727,2,875.97,1,2,3,123,6,Necesitan atención
13769,2,20,5800.42,5,5,5,555,15,Campeones
13770,422,4,785.37,1,3,3,133,7,En riesgo
13771,64,9,5728.82,3,5,5,355,13,Leales
13772,34,8,3114.22,4,4,5,445,13,Campeones
13773,397,2,301.54,2,2,2,222,6,Necesitan atención
13774,82,1,345.0,3,1,2,312,6,Necesitan atención
13775,591,1,1049.66,1,1,3,113,5,Necesitan atención
13777,1,60,53048.58,5,5,5,555,15,Campeones
13778,103,4,1124.49,3,3,3,333,9,Necesitan atención
13779,516,1,161.13,1,1,1,111,3,Necesitan atención
13780,7,3,735.82,5,3,3,533,11,Otros
13781,251,3,778.83,2,3,3,233,8,En riesgo
13782,13,13,1793.72,5,5,4,554,14,Campeones
13783,570,3,1335.24,1,3,4,134,8,En riesgo
13784,10,14,2910.23,5,5,5,555,15,Campeones
13785,429,4,542.49,1,3,2,132,6,Necesitan atención
13786,367,6,3358.94,2,4,5,245,11,En riesgo
13787,76,6,1222.5,3,4,3,343,10,Leales
13788,505,1,3.75,1,1,1,111,3,Necesitan atención
13789,388,1,239.46,2,1,1,211,4,Necesitan atención
13790,4,1,348.8,5,1,2,512,8,Potenciales leales
13791,128,2,1516.0,3,2,4,324,9,Otros
13792,66,3,383.95,3,3,2,332,8,Necesitan atención
13793,647,1,96.0,1,1,1,111,3,Necesitan atención
13794,547,1,126.03,1,1,1,111,3,Necesitan atención
13795,388,4,836.3,2,3,3,233,8,En riesgo
13796,499,1,289.7,1,1,2,112,4,Necesitan atención
13797,437,3,1179.45,1,3,3,133,7,En riesgo
13798,1,110,75836.87,5,5,5,555,15,Campeones
13799,117,9,2803.57,3,5,4,354,12,Leales
13800,310,3,1679.56,2,3,4,234,9,En riesgo
13801,67,1,324.8,3,1,2,312,6,Necesitan atención
13802,139,19,26259.11,3,5,5,355,13,Leales
13803,255,3,1338.91,2,3,4,234,9,En riesgo
13804,31,9,3208.52,4,5,5,455,14,Campeones
13805,52,2,924.6,4,2,3,423,9,Potenciales leales
13806,64,1,256.38,3,1,1,311,5,Necesitan atención
13807,367,3,534.8,2,3,2,232,7,Necesitan atención
13808,6,5,1747.66,5,4,4,544,13,Campeones
13809,305,3,679.7,2,3,3,233,8,En riesgo
13810,29,2,899.51,4,2,3,423,9,Potenciales leales
13811,184,2,591.75,3,2,2,322,7,Necesitan atención
13812,42,3,539.0,4,3,2,432,9,Otros
13813,40,8,2765.4700000000003,4,4,4,444,12,Campeones
13814,92,3,2257.32,3,3,4,334,10,Otros
13815,22,8,7475.74,4,4,5,445,13,Campeones
13816,24,2,571.6700000000001,4,2,2,422,8,Potenciales leales
13817,29,2,382.98,4,2,2,422,8,Potenciales leales
13818,430,1,61.28,1,1,1,111,3,Necesitan atención
13819,302,6,2642.35,2,4,4,244,10,En riesgo
13820,418,3,660.65,1,3,3,133,7,En riesgo
13821,145,6,1410.73,3,4,4,344,11,Leales
13822,6,2,632.0,5,2,3,523,10,Potenciales leales
13823,19,7,3403.4500000000003,5,4,5,545,14,Campeones
13824,33,12,3314.76,4,5,5,455,14,Campeones
13825,622,2,255.59,1,2,1,121,4,Necesitan atención
13826,176,1,189.5,3,1,1,311,5,Necesitan atención
13827,58,3,412.05,4,3,2,432,9,Otros
13828,22,1,209.49,4,1,1,411,6,Potenciales leales
13829,421,1,102.0,1,1,1,111,3,Necesitan atención
13830,582,1,156.85,1,1,1,111,3,Necesitan atención
13831,16,18,7023.58,5,5,5,555,15,Campeones
13832,19,2,613.69,5,2,3,523,10,Potenciales leales
13833,159,2,701.36,3,2,3,323,8,Necesitan atención
13834,577,2,324.19,1,2,2,122,5,Necesitan atención
13835,25,7,1095.27,4,4,3,443,11,Leales
13836,399,2,620.37,2,2,3,223,7,Necesitan atención
13837,212,2,271.24,2,2,1,221,5,Necesitan atención
13838,6,10,1966.09,5,5,4,554,14,Campeones
13839,486,1,139.95000000000002,1,1,1,111,3,Necesitan atención
13840,416,1,651.4,1,1,3,113,5,Necesitan atención
13841,253,1,85.0,2,1,1,211,4,Necesitan atención
13842,59,18,5629.91,4,5,5,455,14,Campeones
13843,381,1,319.75,2,1,2,212,5,Necesitan atención
13844,11,1,361.62,5,1,2,512,8,Potenciales leales
13845,65,1,312.98,3,1,2,312,6,Necesitan atención
13846,25,4,1307.79,4,3,4,434,11,Otros
13847,720,1,310.72,1,1,2,112,4,Necesitan atención
13848,298,1,135.0,2,1,1,211,4,Necesitan atención
13849,52,5,3469.3,4,4,5,445,13,Campeones
13850,129,1,1595.48,3,1,4,314,8,Otros
13851,96,8,4606.46,3,4,5,345,12,Leales
13852,611,1,187.35000000000002,1,1,1,111,3,Necesitan atención
13853,57,1,1090.1399999999999,4,1,3,413,8,Potenciales leales
13854,9,39,12253.96,5,5,5,555,15,Campeones
13855,501,4,1310.3400000000001,1,3,4,134,8,En riesgo
13856,169,11,1142.03,3,5,3,353,11,Leales
13857,393,6,1001.01,2,4,3,243,9,En riesgo
13858,57,1,216.17000000000002,4,1,1,411,6,Potenciales leales
13859,326,2,515.86,2,2,2,222,6,Necesitan atención
13860,1,5,1245.9,5,4,4,544,13,Campeones
13861,429,2,273.26,1,2,1,121,4,Necesitan atención
13862,18,9,2556.09,5,5,4,554,14,Campeones
13863,248,4,1239.55,2,3,4,234,9,En riesgo
13864,387,1,662.4000000000001,2,1,3,213,6,Necesitan atención
13865,58,4,501.56,4,3,2,432,9,Otros
13866,74,1,145.67000000000002,3,1,1,311,5,Necesitan atención
13867,31,3,1015.29,4,3,3,433,10,Otros
13868,39,1,507.53999999999996,4,1,2,412,7,Potenciales leales
13869,123,10,8111.57,3,5,5,355,13,Leales
13870,2,15,5712.08,5,5,5,555,15,Campeones
13871,23,17,7885.85,4,5,5,455,14,Campeones
13872,527,3,919.57,1,3,3,133,7,En riesgo
13873,120,8,1038.92,3,4,3,343,10,Leales
13874,358,7,2049.15,2,4,4,244,10,En riesgo
13875,54,14,4519.37,4,5,5,455,14,Campeones
13876,64,1,122.7,3,1,1,311,5,Necesitan atención
13877,86,3,449.68,3,3,2,332,8,Necesitan atención
13878,55,4,2473.06,4,3,4,434,11,Otros
13879,646,1,395.5,1,1,2,112,4,Necesitan atención
13880,21,17,4391.66,4,5,5,455,14,Campeones
13881,4,43,45179.1,5,5,5,555,15,Campeones
13882,3,5,1191.13,5,4,3,543,12,Leales
13883,11,15,6560.02,5,5,5,555,15,Campeones
13884,7,10,1888.48,5,5,4,554,14,Campeones
13885,189,2,506.8,2,2,2,222,6,Necesitan atención
13886,71,1,243.56,3,1,1,311,5,Necesitan atención
13887,204,1,349.55,2,1,2,212,5,Necesitan atención
13888,120,7,2169.05,3,4,4,344,11,Leales
13889,93,6,1991.23,3,4,4,344,11,Leales
13890,1,14,2927.38,5,5,5,555,15,Campeones
13891,378,3,863.5600000000001,2,3,3,233,8,En riesgo
13892,27,6,907.65,4,4,3,443,11,Leales
13893,298,1,821.1,2,1,3,213,6,Necesitan atención
13894,24,3,564.62,4,3,2,432,9,Otros
13895,28,6,4008.52,4,4,5,445,13,Campeones
13896,626,1,388.55,1,1,2,112,4,Necesitan atención
13897,50,3,1160.72,4,3,3,433,10,Otros
13898,326,2,686.4,2,2,3,223,7,Necesitan atención
13899,16,2,388.52,5,2,2,522,9,Potenciales leales
13900,183,6,1610.5900000000001,3,4,4,344,11,Leales
13901,72,15,5676.34,3,5,5,355,13,Leales
13902,632,4,1250.3600000000001,1,3,4,134,8,En riesgo
13903,400,1,165.45000000000002,2,1,1,211,4,Necesitan atención
13904,37,2,332.64,4,2,2,422,8,Potenciales leales
13905,733,1,312.65000000000003,1,1,2,112,4,Necesitan atención
13906,409,1,42.0,2,1,1,211,4,Necesitan atención
13907,692,1,136.8,1,1,1,111,3,Necesitan atención
13908,80,4,2369.55,3,3,4,334,10,Otros
13909,423,2,286.6,1,2,2,122,5,Necesitan atención
13911,57,20,4234.99,4,5,5,455,14,Campeones
13912,424,1,124.95,1,1,1,111,3,Necesitan atención
13913,507,1,42.22,1,1,1,111,3,Necesitan atención
13914,12,2,626.45,5,2,3,523,10,Potenciales leales
13915,394,1,70.80000000000001,2,1,1,211,4,Necesitan atención
13916,464,4,1275.81,1,3,4,134,8,En riesgo
13917,50,2,272.04,4,2,1,421,7,Potenciales leales
13918,50,2,1212.8400000000001,4,2,3,423,9,Potenciales leales
13919,59,4,1360.68,4,3,4,434,11,Otros
13920,432,4,1774.68,1,3,4,134,8,En riesgo
13921,402,4,730.7,2,3,3,233,8,En riesgo
13922,352,3,865.2,2,3,3,233,8,En riesgo
13923,54,1,351.13,4,1,2,412,7,Potenciales leales
13924,2,6,1838.8500000000001,5,4,4,544,13,Campeones
13925,93,4,678.25,3,3,3,333,9,Necesitan atención
13926,23,1,223.85000000000002,4,1,1,411,6,Potenciales leales
13927,75,2,708.26,3,2,3,323,8,Necesitan atención
13928,11,4,464.57,5,3,2,532,10,Otros
13929,169,11,3494.1,3,5,5,355,13,Leales
13930,58,2,337.34,4,2,2,422,8,Potenciales leales
13931,96,11,5257.38,3,5,5,355,13,Leales
13932,295,1,307.40000000000003,2,1,2,212,5,Necesitan atención
13933,109,2,608.79,3,2,2,322,7,Necesitan atención
13934,264,1,922.1,2,1,3,213,6,Necesitan atención
13935,597,3,6116.92,1,3,5,135,9,En riesgo
13936,180,3,939.6600000000001,3,3,3,333,9,Necesitan atención
13937,169,2,880.13,3,2,3,323,8,Necesitan atención
13938,35,1,71.66,4,1,1,411,6,Potenciales leales
13939,23,7,1560.96,4,4,4,444,12,Campeones
13940,17,4,839.14,5,3,3,533,11,Otros
13941,22,15,11122.300000000001,4,5,5,455,14,Campeones
13943,578,1,246.54000000000002,1,1,1,111,3,Necesitan atención
13944,653,1,200.43,1,1,1,111,3,Necesitan atención
13945,395,2,854.1500000000001,2,2,3,223,7,Necesitan atención
13946,79,6,1576.23,3,4,4,344,11,Leales
13947,65,1,90.60000000000001,3,1,1,311,5,Necesitan atención
13948,361,4,548.76,2,3,2,232,7,Necesitan atención
13949,3,6,2427.32,5,4,4,544,13,Campeones
13950,11,4,745.0600000000001,5,3,3,533,11,Otros
13951,176,3,674.45,3,3,3,333,9,Necesitan atención
13952,218,14,12823.521,2,5,5,255,12,En riesgo
13953,7,10,4890.68,5,5,5,555,15,Campeones
13954,2,2,439.92,5,2,2,522,9,Potenciales leales
13955,154,3,545.17,3,3,2,332,8,Necesitan atención
13956,5,5,1026.42,5,4,3,543,12,Leales
13957,418,3,458.25,1,3,2,132,6,Necesitan atención
13958,380,8,4709.2300000000005,2,4,5,245,11,En riesgo
13959,79,6,1076.18,3,4,3,343,10,Leales
13960,21,2,230.22000000000003,4,2,1,421,7,Potenciales leales
13961,392,1,538.4,2,1,2,212,5,Necesitan atención
13962,22,3,362.8,4,3,2,432,9,Otros
13963,308,17,3011.87,2,5,5,255,12,En riesgo
13964,387,2,438.9,2,2,2,222,6,Necesitan atención
13965,477,3,996.61,1,3,3,133,7,En riesgo
13966,435,1,390.86,1,1,2,112,4,Necesitan atención
13967,146,2,166.3,3,2,1,321,6,Necesitan atención
13968,423,1,123.66,1,1,1,111,3,Necesitan atención
13969,7,35,13365.87,5,5,5,555,15,Campeones
13970,386,2,846.55,2,2,3,223,7,Necesitan atención
13971,19,14,4667.57,5,5,5,555,15,Campeones
13972,71,2,190.25,3,2,1,321,6,Necesitan atención
13973,287,1,264.7,2,1,1,211,4,Necesitan atención
13974,49,2,677.72,4,2,3,423,9,Potenciales leales
13975,31,12,5358.84,4,5,5,455,14,Campeones
13976,207,4,1192.3600000000001,2,3,3,233,8,En riesgo
13977,411,1,519.8100000000001,1,1,2,112,4,Necesitan atención
13978,15,2,196.79,5,2,1,521,8,Potenciales leales
13979,73,7,3416.23,3,4,5,345,12,Leales
13980,60,5,799.92,3,4,3,343,10,Leales
13981,416,1,331.14,1,1,2,112,4,Necesitan atención
13982,39,9,4445.59,4,5,5,455,14,Campeones
13983,30,21,7108.45,4,5,5,455,14,Campeones
13984,27,12,2048.6,4,5,4,454,13,Campeones
13985,4,22,10020.86,5,5,5,555,15,Campeones
13986,17,1,320.46,5,1,2,512,8,Potenciales leales
13987,380,2,682.54,2,2,3,223,7,Necesitan atención
13988,20,8,4757.8,4,4,5,445,13,Campeones
13989,66,5,2026.06,3,4,4,344,11,Leales
13990,213,1,311.3,2,1,2,212,5,Necesitan atención
13991,12,6,855.97,5,4,3,543,12,Leales
13992,30,3,219.5,4,3,1,431,8,Otros
13993,43,19,6775.71,4,5,5,455,14,Campeones
13994,4,6,2313.14,5,4,4,544,13,Campeones
13995,15,14,3902.01,5,5,5,555,15,Campeones
13996,386,2,895.76,2,2,3,223,7,Necesitan atención
13997,519,3,382.31,1,3,2,132,6,Necesitan atención
13998,447,3,566.7,1,3,2,132,6,Necesitan atención
13999,10,29,9502.26,5,5,5,555,15,Campeones
14000,211,5,2046.3400000000001,2,4,4,244,10,En riesgo
14001,46,9,4530.09,4,5,5,455,14,Campeones
14002,134,2,529.73,3,2,2,322,7,Necesitan atención
14003,733,1,209.41,1,1,1,111,3,Necesitan atención
14004,43,11,6258.45,4,5,5,455,14,Campeones
14005,10,5,2874.72,5,4,4,544,13,Campeones
14006,116,7,2196.67,3,4,4,344,11,Leales
14007,513,1,79.48,1,1,1,111,3,Necesitan atención
14008,432,1,509.04,1,1,2,112,4,Necesitan atención
14009,198,3,1099.91,2,3,3,233,8,En riesgo
14010,565,2,445.15,1,2,2,122,5,Necesitan atención
14011,480,2,457.82,1,2,2,122,5,Necesitan atención
14012,278,1,328.8,2,1,2,212,5,Necesitan atención
14013,110,5,1084.57,3,4,3,343,10,Leales
14014,77,3,1948.21,3,3,4,334,10,Otros
14015,53,1,917.34,4,1,3,413,8,Potenciales leales
14016,162,11,11403.41,3,5,5,355,13,Leales
14017,571,1,229.75,1,1,1,111,3,Necesitan atención
14018,645,1,367.15000000000003,1,1,2,112,4,Necesitan atención
14019,47,3,1421.61,4,3,4,434,11,Otros
14020,17,4,1249.01,5,3,4,534,12,Otros
14021,155,7,1716.58,3,4,4,344,11,Leales
14022,225,2,792.15,2,2,3,223,7,Necesitan atención
14023,7,2,584.07,5,2,2,522,9,Potenciales leales
14024,122,3,645.74,3,3,3,333,9,Necesitan atención
14025,465,8,4057.9,1,4,5,145,10,En riesgo
14026,471,2,713.11,1,2,3,123,6,Necesitan atención
14027,61,1,104.82,3,1,1,311,5,Necesitan atención
14029,63,2,467.66,3,2,2,322,7,Necesitan atención
14030,18,20,7932.29,5,5,5,555,15,Campeones
14031,7,44,40999.17,5,5,5,555,15,Campeones
